file_id,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,premise_one,premise_two,p1_outcome,p2_outcome,p1_sentence,p2_sentence,q1,q2,q3,q4,trial_number,q1_type,q2_type,q3_type,q4_type,response,question_order
data_2019-09-03-13-16-47_zo6z1ejiuj,2509,<p>How well does Doxydol work?</p>,NA,html-slider-response,18,45411,0.0-2.0-4.2,C-,AB-,FALSE,FALSE,People who took Acetadol were not cured,People who took Doxydol and Oxypril were not cured,How well does Oxypril work?,How well does Acetadol work?,How well does Doxydol work?,How well does the combination of Doxydol and Oxypril work?,18,3,1,2,4,-81,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,4262,<p>How well does the combination of Doxydol and Oxypril work?</p>,NA,html-slider-response,19,49673,0.0-2.0-5.2,C-,AB-,FALSE,FALSE,People who took Acetadol were not cured,People who took Doxydol and Oxypril were not cured,How well does Oxypril work?,How well does Acetadol work?,How well does Doxydol work?,How well does the combination of Doxydol and Oxypril work?,18,3,1,2,4,-79,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,20,50174,0.0-2.0-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Clindaminophen were cured</p>,null,html-keyboard-response,21,55177,0.0-2.0-1.3,A+,null,TRUE,null,People who took Clindaminophen were cured,null,How well does Clindaminophen work?,null,null,null,9,1,4,2,3,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3855,<p>How well does Clindaminophen work?</p>,NA,html-slider-response,22,59033,0.0-2.0-2.3,A+,null,TRUE,null,People who took Clindaminophen were cured,null,How well does Clindaminophen work?,null,null,null,9,1,4,2,3,90,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,23,59036,0.0-2.0-3.3,A+,null,TRUE,null,People who took Clindaminophen were cured,null,How well does Clindaminophen work?,null,null,null,9,1,4,2,3,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,24,59050,0.0-2.0-4.3,A+,null,TRUE,null,People who took Clindaminophen were cured,null,How well does Clindaminophen work?,null,null,null,9,1,4,2,3,null,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,25,59054,0.0-2.0-5.3,A+,null,TRUE,null,People who took Clindaminophen were cured,null,How well does Clindaminophen work?,null,null,null,9,1,4,2,3,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,26,59556,0.0-2.0-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Lorazeprazole and Wellbufloxacin were not cured</p>,null,html-keyboard-response,27,64558,0.0-2.0-1.4,AB-,null,FALSE,null,People who took Lorazeprazole and Wellbufloxacin were not cured,null,How well does the combination of Lorazeprazole and Wellbufloxacin work?,How well does Wellbufloxacin work?,How well does Lorazeprazole work?,null,12,3,2,1,4,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,4662.000000000007,<p>How well does the combination of Lorazeprazole and Wellbufloxacin work?</p>,NA,html-slider-response,28,69222,0.0-2.0-2.4,AB-,null,FALSE,null,People who took Lorazeprazole and Wellbufloxacin were not cured,null,How well does the combination of Lorazeprazole and Wellbufloxacin work?,How well does Wellbufloxacin work?,How well does Lorazeprazole work?,null,12,3,2,1,4,85,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,2905,<p>How well does Wellbufloxacin work?</p>,NA,html-slider-response,29,72127,0.0-2.0-3.4,AB-,null,FALSE,null,People who took Lorazeprazole and Wellbufloxacin were not cured,null,How well does the combination of Lorazeprazole and Wellbufloxacin work?,How well does Wellbufloxacin work?,How well does Lorazeprazole work?,null,12,3,2,1,4,35,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,3136,<p>How well does Lorazeprazole work?</p>,NA,html-slider-response,30,75265,0.0-2.0-4.4,AB-,null,FALSE,null,People who took Lorazeprazole and Wellbufloxacin were not cured,null,How well does the combination of Lorazeprazole and Wellbufloxacin work?,How well does Wellbufloxacin work?,How well does Lorazeprazole work?,null,12,3,2,1,4,34,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,31,75268,0.0-2.0-5.4,AB-,null,FALSE,null,People who took Lorazeprazole and Wellbufloxacin were not cured,null,How well does the combination of Lorazeprazole and Wellbufloxacin work?,How well does Wellbufloxacin work?,How well does Lorazeprazole work?,null,12,3,2,1,4,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,32,75770,0.0-2.0-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Losadeine and Metfoxen were not cured</p><p>People who took Losadeine were not cured</p>,null,html-keyboard-response,33,80772,0.0-2.0-1.5,AB-,A-,FALSE,FALSE,People who took Losadeine and Metfoxen were not cured,People who took Losadeine were not cured,How well does Losadeine work?,How well does the combination of Losadeine and Metfoxen work?,null,How well does Metfoxen work?,8,1,3,4,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3326,<p>How well does Losadeine work?</p>,NA,html-slider-response,34,84099,0.0-2.0-2.5,AB-,A-,FALSE,FALSE,People who took Losadeine and Metfoxen were not cured,People who took Losadeine were not cured,How well does Losadeine work?,How well does the combination of Losadeine and Metfoxen work?,null,How well does Metfoxen work?,8,1,3,4,2,0,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,4149,<p>How well does the combination of Losadeine and Metfoxen work?</p>,NA,html-slider-response,35,88248,0.0-2.0-3.5,AB-,A-,FALSE,FALSE,People who took Losadeine and Metfoxen were not cured,People who took Losadeine were not cured,How well does Losadeine work?,How well does the combination of Losadeine and Metfoxen work?,null,How well does Metfoxen work?,8,1,3,4,2,-54,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,36,88251,0.0-2.0-4.5,AB-,A-,FALSE,FALSE,People who took Losadeine and Metfoxen were not cured,People who took Losadeine were not cured,How well does Losadeine work?,How well does the combination of Losadeine and Metfoxen work?,null,How well does Metfoxen work?,8,1,3,4,2,null,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2518,<p>How well does Metfoxen work?</p>,NA,html-slider-response,37,90770,0.0-2.0-5.5,AB-,A-,FALSE,FALSE,People who took Losadeine and Metfoxen were not cured,People who took Losadeine were not cured,How well does Losadeine work?,How well does the combination of Losadeine and Metfoxen work?,null,How well does Metfoxen work?,8,1,3,4,2,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,38,91271,0.0-2.0-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Lexathiazide were not cured</p><p>People who took Lexathiazide and Tramabalta were cured</p>,null,html-keyboard-response,39,96272,0.0-2.0-1.6,A-,AB+,FALSE,TRUE,People who took Lexathiazide were not cured,People who took Lexathiazide and Tramabalta were cured,null,How well does Lexathiazide work?,How well does the combination of Lexathiazide and Tramabalta work?,How well does Tramabalta work?,3,4,1,3,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,40,96277,0.0-2.0-2.6,A-,AB+,FALSE,TRUE,People who took Lexathiazide were not cured,People who took Lexathiazide and Tramabalta were cured,null,How well does Lexathiazide work?,How well does the combination of Lexathiazide and Tramabalta work?,How well does Tramabalta work?,3,4,1,3,2,null,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,3167,<p>How well does Lexathiazide work?</p>,NA,html-slider-response,41,99445,0.0-2.0-3.6,A-,AB+,FALSE,TRUE,People who took Lexathiazide were not cured,People who took Lexathiazide and Tramabalta were cured,null,How well does Lexathiazide work?,How well does the combination of Lexathiazide and Tramabalta work?,How well does Tramabalta work?,3,4,1,3,2,-48,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2646,<p>How well does the combination of Lexathiazide and Tramabalta work?</p>,NA,html-slider-response,42,102092,0.0-2.0-4.6,A-,AB+,FALSE,TRUE,People who took Lexathiazide were not cured,People who took Lexathiazide and Tramabalta were cured,null,How well does Lexathiazide work?,How well does the combination of Lexathiazide and Tramabalta work?,How well does Tramabalta work?,3,4,1,3,2,56,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2456,<p>How well does Tramabalta work?</p>,NA,html-slider-response,43,104549,0.0-2.0-5.6,A-,AB+,FALSE,TRUE,People who took Lexathiazide were not cured,People who took Lexathiazide and Tramabalta were cured,null,How well does Lexathiazide work?,How well does the combination of Lexathiazide and Tramabalta work?,How well does Tramabalta work?,3,4,1,3,2,34,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,44,105050,0.0-2.0-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Acetapentin and Viafloxacin were not cured</p><p>People who took Losadipine were not cured</p>,null,html-keyboard-response,45,110052,0.0-2.0-1.7,AB-,C-,FALSE,FALSE,People who took Acetapentin and Viafloxacin were not cured,People who took Losadipine were not cured,How well does the combination of Acetapentin and Viafloxacin work?,null,How well does Acetapentin work?,How well does Viafloxacin work?,22,3,4,1,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3584,<p>How well does the combination of Acetapentin and Viafloxacin work?</p>,NA,html-slider-response,46,113637,0.0-2.0-2.7,AB-,C-,FALSE,FALSE,People who took Acetapentin and Viafloxacin were not cured,People who took Losadipine were not cured,How well does the combination of Acetapentin and Viafloxacin work?,null,How well does Acetapentin work?,How well does Viafloxacin work?,22,3,4,1,2,-86,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,47,113640,0.0-2.0-3.7,AB-,C-,FALSE,FALSE,People who took Acetapentin and Viafloxacin were not cured,People who took Losadipine were not cured,How well does the combination of Acetapentin and Viafloxacin work?,null,How well does Acetapentin work?,How well does Viafloxacin work?,22,3,4,1,2,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,3290,<p>How well does Acetapentin work?</p>,NA,html-slider-response,48,116930,0.0-2.0-4.7,AB-,C-,FALSE,FALSE,People who took Acetapentin and Viafloxacin were not cured,People who took Losadipine were not cured,How well does the combination of Acetapentin and Viafloxacin work?,null,How well does Acetapentin work?,How well does Viafloxacin work?,22,3,4,1,2,-48,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2590,<p>How well does Viafloxacin work?</p>,NA,html-slider-response,49,119521,0.0-2.0-5.7,AB-,C-,FALSE,FALSE,People who took Acetapentin and Viafloxacin were not cured,People who took Losadipine were not cured,How well does the combination of Acetapentin and Viafloxacin work?,null,How well does Acetapentin work?,How well does Viafloxacin work?,22,3,4,1,2,-47,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,50,120021,0.0-2.0-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Napropam were cured</p>,null,html-keyboard-response,51,125023,0.0-2.0-1.8,C+,null,TRUE,null,People who took Napropam were cured,null,null,null,null,How well does Napropam work?,13,3,4,2,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,52,125028,0.0-2.0-2.8,C+,null,TRUE,null,People who took Napropam were cured,null,null,null,null,How well does Napropam work?,13,3,4,2,1,null,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,53,125031,0.0-2.0-3.8,C+,null,TRUE,null,People who took Napropam were cured,null,null,null,null,How well does Napropam work?,13,3,4,2,1,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,54,125050,0.0-2.0-4.8,C+,null,TRUE,null,People who took Napropam were cured,null,null,null,null,How well does Napropam work?,13,3,4,2,1,null,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,3308.999999999971,<p>How well does Napropam work?</p>,NA,html-slider-response,55,128361,0.0-2.0-5.8,C+,null,TRUE,null,People who took Napropam were cured,null,null,null,null,How well does Napropam work?,13,3,4,2,1,91,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,56,128861,0.0-2.0-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Lexastatin and Atorvadone were cured</p><p>People who took Lyritrin were cured</p>,null,html-keyboard-response,57,133862,0.0-2.0-1.9,AB+,C+,TRUE,TRUE,People who took Lexastatin and Atorvadone were cured,People who took Lyritrin were cured,How well does Atorvadone work?,null,How well does the combination of Lexastatin and Atorvadone work?,How well does Lexastatin work?,19,2,4,3,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,7790,<p>How well does Atorvadone work?</p>,NA,html-slider-response,58,141654,0.0-2.0-2.9,AB+,C+,TRUE,TRUE,People who took Lexastatin and Atorvadone were cured,People who took Lyritrin were cured,How well does Atorvadone work?,null,How well does the combination of Lexastatin and Atorvadone work?,How well does Lexastatin work?,19,2,4,3,1,41,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,59,141658,0.0-2.0-3.9,AB+,C+,TRUE,TRUE,People who took Lexastatin and Atorvadone were cured,People who took Lyritrin were cured,How well does Atorvadone work?,null,How well does the combination of Lexastatin and Atorvadone work?,How well does Lexastatin work?,19,2,4,3,1,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2792,<p>How well does the combination of Lexastatin and Atorvadone work?</p>,NA,html-slider-response,60,144450,0.0-2.0-4.9,AB+,C+,TRUE,TRUE,People who took Lexastatin and Atorvadone were cured,People who took Lyritrin were cured,How well does Atorvadone work?,null,How well does the combination of Lexastatin and Atorvadone work?,How well does Lexastatin work?,19,2,4,3,1,77,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2864,<p>How well does Lexastatin work?</p>,NA,html-slider-response,61,147315,0.0-2.0-5.9,AB+,C+,TRUE,TRUE,People who took Lexastatin and Atorvadone were cured,People who took Lyritrin were cured,How well does Atorvadone work?,null,How well does the combination of Lexastatin and Atorvadone work?,How well does Lexastatin work?,19,2,4,3,1,45,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,62,147816,0.0-2.0-0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Lorazefloxacin and Citalozolam were cured</p><p>People who took Lorazefloxacin were cured</p>,null,html-keyboard-response,63,152818,0.0-2.0-1.10,AB+,A+,TRUE,TRUE,People who took Lorazefloxacin and Citalozolam were cured,People who took Lorazefloxacin were cured,How well does the combination of Lorazefloxacin and Citalozolam work?,null,How well does Lorazefloxacin work?,How well does Citalozolam work?,5,3,4,1,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3466,<p>How well does the combination of Lorazefloxacin and Citalozolam work?</p>,NA,html-slider-response,64,156285,0.0-2.0-2.10,AB+,A+,TRUE,TRUE,People who took Lorazefloxacin and Citalozolam were cured,People who took Lorazefloxacin were cured,How well does the combination of Lorazefloxacin and Citalozolam work?,null,How well does Lorazefloxacin work?,How well does Citalozolam work?,5,3,4,1,2,84,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,65,156288,0.0-2.0-3.10,AB+,A+,TRUE,TRUE,People who took Lorazefloxacin and Citalozolam were cured,People who took Lorazefloxacin were cured,How well does the combination of Lorazefloxacin and Citalozolam work?,null,How well does Lorazefloxacin work?,How well does Citalozolam work?,5,3,4,1,2,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2932,<p>How well does Lorazefloxacin work?</p>,NA,html-slider-response,66,159220,0.0-2.0-4.10,AB+,A+,TRUE,TRUE,People who took Lorazefloxacin and Citalozolam were cured,People who took Lorazefloxacin were cured,How well does the combination of Lorazefloxacin and Citalozolam work?,null,How well does Lorazefloxacin work?,How well does Citalozolam work?,5,3,4,1,2,34,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2194.000000000029,<p>How well does Citalozolam work?</p>,NA,html-slider-response,67,161414,0.0-2.0-5.10,AB+,A+,TRUE,TRUE,People who took Lorazefloxacin and Citalozolam were cured,People who took Lorazefloxacin were cured,How well does the combination of Lorazefloxacin and Citalozolam work?,null,How well does Lorazefloxacin work?,How well does Citalozolam work?,5,3,4,1,2,22,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,68,161916,0.0-2.0-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Metfodeine and Wellbucillin were not cured</p><p>People who took Metfodeine were cured</p>,null,html-keyboard-response,69,166912,0.0-2.0-1.11,AB-,A+,FALSE,TRUE,People who took Metfodeine and Wellbucillin were not cured,People who took Metfodeine were cured,How well does Wellbucillin work?,How well does Metfodeine work?,How well does the combination of Metfodeine and Wellbucillin work?,null,6,2,1,3,4,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,2132,<p>How well does Wellbucillin work?</p>,NA,html-slider-response,70,169043,0.0-2.0-2.11,AB-,A+,FALSE,TRUE,People who took Metfodeine and Wellbucillin were not cured,People who took Metfodeine were cured,How well does Wellbucillin work?,How well does Metfodeine work?,How well does the combination of Metfodeine and Wellbucillin work?,null,6,2,1,3,4,0,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,2868,<p>How well does Metfodeine work?</p>,NA,html-slider-response,71,171910,0.0-2.0-3.11,AB-,A+,FALSE,TRUE,People who took Metfodeine and Wellbucillin were not cured,People who took Metfodeine were cured,How well does Wellbucillin work?,How well does Metfodeine work?,How well does the combination of Metfodeine and Wellbucillin work?,null,6,2,1,3,4,62,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2678.999999999971,<p>How well does the combination of Metfodeine and Wellbucillin work?</p>,NA,html-slider-response,72,174588,0.0-2.0-4.11,AB-,A+,FALSE,TRUE,People who took Metfodeine and Wellbucillin were not cured,People who took Metfodeine were cured,How well does Wellbucillin work?,How well does Metfodeine work?,How well does the combination of Metfodeine and Wellbucillin work?,null,6,2,1,3,4,-82,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,73,174591,0.0-2.0-5.11,AB-,A+,FALSE,TRUE,People who took Metfodeine and Wellbucillin were not cured,People who took Metfodeine were cured,How well does Wellbucillin work?,How well does Metfodeine work?,How well does the combination of Metfodeine and Wellbucillin work?,null,6,2,1,3,4,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,74,175092,0.0-2.0-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Doxyloft were cured</p><p>People who took Clonapam and Vialoft were not cured</p>,null,html-keyboard-response,75,180092,0.0-2.0-1.12,C+,AB-,TRUE,FALSE,People who took Doxyloft were cured,People who took Clonapam and Vialoft were not cured,How well does Vialoft work?,How well does Doxyloft work?,How well does the combination of Clonapam and Vialoft work?,How well does Clonapam work?,16,3,1,4,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,2088,<p>How well does Vialoft work?</p>,NA,html-slider-response,76,182181,0.0-2.0-2.12,C+,AB-,TRUE,FALSE,People who took Doxyloft were cured,People who took Clonapam and Vialoft were not cured,How well does Vialoft work?,How well does Doxyloft work?,How well does the combination of Clonapam and Vialoft work?,How well does Clonapam work?,16,3,1,4,2,0,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,3458,<p>How well does Doxyloft work?</p>,NA,html-slider-response,77,185639,0.0-2.0-3.12,C+,AB-,TRUE,FALSE,People who took Doxyloft were cured,People who took Clonapam and Vialoft were not cured,How well does Vialoft work?,How well does Doxyloft work?,How well does the combination of Clonapam and Vialoft work?,How well does Clonapam work?,16,3,1,4,2,59,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2857,<p>How well does the combination of Clonapam and Vialoft work?</p>,NA,html-slider-response,78,188495,0.0-2.0-4.12,C+,AB-,TRUE,FALSE,People who took Doxyloft were cured,People who took Clonapam and Vialoft were not cured,How well does Vialoft work?,How well does Doxyloft work?,How well does the combination of Clonapam and Vialoft work?,How well does Clonapam work?,16,3,1,4,2,-64,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,1593,<p>How well does Clonapam work?</p>,NA,html-slider-response,79,190089,0.0-2.0-5.12,C+,AB-,TRUE,FALSE,People who took Doxyloft were cured,People who took Clonapam and Vialoft were not cured,How well does Vialoft work?,How well does Doxyloft work?,How well does the combination of Clonapam and Vialoft work?,How well does Clonapam work?,16,3,1,4,2,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,80,190589,0.0-2.0-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
