file_id,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,premise_one,premise_two,p1_outcome,p2_outcome,p1_sentence,p2_sentence,q1,q2,q3,q4,trial_number,q1_type,q2_type,q3_type,q4_type,response,question_order
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,47,1388,0.0-2.0-3.7,C+,null,TRUE,null,People who took Azithroxicam were cured,null,null,null,null,How well does Azithroxicam work?,13,2,4,3,1,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,48,1393,0.0-2.0-4.7,C+,null,TRUE,null,People who took Azithroxicam were cured,null,null,null,null,How well does Azithroxicam work?,13,2,4,3,1,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Azithroxicam work?</p>,NA,html-slider-response,49,1404,0.0-2.0-5.7,C+,null,TRUE,null,People who took Azithroxicam were cured,null,null,null,null,How well does Azithroxicam work?,13,2,4,3,1,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,50,1409,0.0-2.0-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Loratatrin were not cured</p><p>People who took Loratatrin and Amitritan were not cured</p>,null,html-keyboard-response,51,1416,0.0-2.0-1.8,A-,AB-,FALSE,FALSE,People who took Loratatrin were not cured,People who took Loratatrin and Amitritan were not cured,How well does Loratatrin work?,How well does Amitritan work?,null,How well does the combination of Loratatrin and Amitritan work?,4,1,2,4,3,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Loratatrin work?</p>,NA,html-slider-response,52,1422,0.0-2.0-2.8,A-,AB-,FALSE,FALSE,People who took Loratatrin were not cured,People who took Loratatrin and Amitritan were not cured,How well does Loratatrin work?,How well does Amitritan work?,null,How well does the combination of Loratatrin and Amitritan work?,4,1,2,4,3,null,q1
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Amitritan work?</p>,NA,html-slider-response,53,1438,0.0-2.0-3.8,A-,AB-,FALSE,FALSE,People who took Loratatrin were not cured,People who took Loratatrin and Amitritan were not cured,How well does Loratatrin work?,How well does Amitritan work?,null,How well does the combination of Loratatrin and Amitritan work?,4,1,2,4,3,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,54,1443,0.0-2.0-4.8,A-,AB-,FALSE,FALSE,People who took Loratatrin were not cured,People who took Loratatrin and Amitritan were not cured,How well does Loratatrin work?,How well does Amitritan work?,null,How well does the combination of Loratatrin and Amitritan work?,4,1,2,4,3,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does the combination of Loratatrin and Amitritan work?</p>,NA,html-slider-response,55,1455,0.0-2.0-5.8,A-,AB-,FALSE,FALSE,People who took Loratatrin were not cured,People who took Loratatrin and Amitritan were not cured,How well does Loratatrin work?,How well does Amitritan work?,null,How well does the combination of Loratatrin and Amitritan work?,4,1,2,4,3,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,56,1460,0.0-2.0-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Cyclonax and Lisinormin were not cured</p><p>People who took Cyclonax were not cured</p>,null,html-keyboard-response,57,1466,0.0-2.0-1.9,AB-,A-,FALSE,FALSE,People who took Cyclonax and Lisinormin were not cured,People who took Cyclonax were not cured,null,How well does Lisinormin work?,How well does the combination of Cyclonax and Lisinormin work?,How well does Cyclonax work?,8,4,2,3,1,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,58,1472,0.0-2.0-2.9,AB-,A-,FALSE,FALSE,People who took Cyclonax and Lisinormin were not cured,People who took Cyclonax were not cured,null,How well does Lisinormin work?,How well does the combination of Cyclonax and Lisinormin work?,How well does Cyclonax work?,8,4,2,3,1,null,q1
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Lisinormin work?</p>,NA,html-slider-response,59,1488,0.0-2.0-3.9,AB-,A-,FALSE,FALSE,People who took Cyclonax and Lisinormin were not cured,People who took Cyclonax were not cured,null,How well does Lisinormin work?,How well does the combination of Cyclonax and Lisinormin work?,How well does Cyclonax work?,8,4,2,3,1,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does the combination of Cyclonax and Lisinormin work?</p>,NA,html-slider-response,60,1493,0.0-2.0-4.9,AB-,A-,FALSE,FALSE,People who took Cyclonax and Lisinormin were not cured,People who took Cyclonax were not cured,null,How well does Lisinormin work?,How well does the combination of Cyclonax and Lisinormin work?,How well does Cyclonax work?,8,4,2,3,1,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Cyclonax work?</p>,NA,html-slider-response,61,1504,0.0-2.0-5.9,AB-,A-,FALSE,FALSE,People who took Cyclonax and Lisinormin were not cured,People who took Cyclonax were not cured,null,How well does Lisinormin work?,How well does the combination of Cyclonax and Lisinormin work?,How well does Cyclonax work?,8,4,2,3,1,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,62,1509,0.0-2.0-0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Ciprostatin were not cured</p>,null,html-keyboard-response,63,1516,0.0-2.0-1.10,C-,null,FALSE,null,People who took Ciprostatin were not cured,null,null,null,How well does Ciprostatin work?,null,14,4,2,1,3,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,64,1522,0.0-2.0-2.10,C-,null,FALSE,null,People who took Ciprostatin were not cured,null,null,null,How well does Ciprostatin work?,null,14,4,2,1,3,null,q1
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,65,1538,0.0-2.0-3.10,C-,null,FALSE,null,People who took Ciprostatin were not cured,null,null,null,How well does Ciprostatin work?,null,14,4,2,1,3,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Ciprostatin work?</p>,NA,html-slider-response,66,1542,0.0-2.0-4.10,C-,null,FALSE,null,People who took Ciprostatin were not cured,null,null,null,How well does Ciprostatin work?,null,14,4,2,1,3,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,67,1553,0.0-2.0-5.10,C-,null,FALSE,null,People who took Ciprostatin were not cured,null,null,null,How well does Ciprostatin work?,null,14,4,2,1,3,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,68,1558,0.0-2.0-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Cyclominophen were not cured</p>,null,html-keyboard-response,69,1565,0.0-2.0-1.11,A-,null,FALSE,null,People who took Cyclominophen were not cured,null,null,null,null,How well does Cyclominophen work?,10,3,4,2,1,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,70,1572,0.0-2.0-2.11,A-,null,FALSE,null,People who took Cyclominophen were not cured,null,null,null,null,How well does Cyclominophen work?,10,3,4,2,1,null,q1
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,71,1588,0.0-2.0-3.11,A-,null,FALSE,null,People who took Cyclominophen were not cured,null,null,null,null,How well does Cyclominophen work?,10,3,4,2,1,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,72,1593,0.0-2.0-4.11,A-,null,FALSE,null,People who took Cyclominophen were not cured,null,null,null,null,How well does Cyclominophen work?,10,3,4,2,1,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Cyclominophen work?</p>,NA,html-slider-response,73,1604,0.0-2.0-5.11,A-,null,FALSE,null,People who took Cyclominophen were not cured,null,null,null,null,How well does Cyclominophen work?,10,3,4,2,1,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,74,1609,0.0-2.0-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Acetadine were not cured</p><p>People who took Loratacodone and Cyclormin were not cured</p>,null,html-keyboard-response,75,1615,0.0-2.0-1.12,C-,AB-,FALSE,FALSE,People who took Acetadine were not cured,People who took Loratacodone and Cyclormin were not cured,How well does Cyclormin work?,How well does Loratacodone work?,How well does the combination of Loratacodone and Cyclormin work?,How well does Acetadine work?,18,3,2,4,1,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Cyclormin work?</p>,NA,html-slider-response,76,1621,0.0-2.0-2.12,C-,AB-,FALSE,FALSE,People who took Acetadine were not cured,People who took Loratacodone and Cyclormin were not cured,How well does Cyclormin work?,How well does Loratacodone work?,How well does the combination of Loratacodone and Cyclormin work?,How well does Acetadine work?,18,3,2,4,1,null,q1
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Loratacodone work?</p>,NA,html-slider-response,77,1638,0.0-2.0-3.12,C-,AB-,FALSE,FALSE,People who took Acetadine were not cured,People who took Loratacodone and Cyclormin were not cured,How well does Cyclormin work?,How well does Loratacodone work?,How well does the combination of Loratacodone and Cyclormin work?,How well does Acetadine work?,18,3,2,4,1,null,q2
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does the combination of Loratacodone and Cyclormin work?</p>,NA,html-slider-response,78,1643,0.0-2.0-4.12,C-,AB-,FALSE,FALSE,People who took Acetadine were not cured,People who took Loratacodone and Cyclormin were not cured,How well does Cyclormin work?,How well does Loratacodone work?,How well does the combination of Loratacodone and Cyclormin work?,How well does Acetadine work?,18,3,2,4,1,null,q3
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>How well does Acetadine work?</p>,NA,html-slider-response,79,1654,0.0-2.0-5.12,C-,AB-,FALSE,FALSE,People who took Acetadine were not cured,People who took Loratacodone and Cyclormin were not cured,How well does Cyclormin work?,How well does Loratacodone work?,How well does the combination of Loratacodone and Cyclormin work?,How well does Acetadine work?,18,3,2,4,1,null,q4
data_2019-09-03-13-10-57_pkuyz0772r,null,+,null,html-keyboard-response,80,1659,0.0-2.0-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>People who took Gabastatin and Gabaloft were not cured</p><p>People who took Citalodone were not cured</p>,null,html-keyboard-response,81,1666,0.0-2.0-1.13,AB-,C-,FALSE,FALSE,People who took Gabastatin and Gabaloft were not cured,People who took Citalodone were not cured,null,How well does Gabaloft work?,How well does Gabastatin work?,How well does the combination of Gabastatin and Gabaloft work?,22,4,2,1,3,NA,NA
data_2019-09-03-13-10-57_pkuyz0772r,null,<p>null</p>,NA,html-slider-response,82,1672,0.0-2.0-2.13,AB-,C-,FALSE,FALSE,People who took Gabastatin and Gabaloft were not cured,People who took Citalodone were not cured,null,How well does Gabaloft work?,How well does Gabastatin work?,How well does the combination of Gabastatin and Gabaloft work?,22,4,2,1,3,null,q1
